"","Exhaust.System.Specialists","Intake.System.Specialists","Fuel.Emissions.Specialists","Drivetrain.Specialists","Repair.Date"
"23347",1,1,1,2,2017-01-28
"23348",1,1,1,2,2017-02-12
"23349",3,2,2,1,2017-02-10
"23350",1,1,2,2,2017-01-26
"23351",1,1,2,2,2017-02-03
"23352",1,1,1,3,2017-01-31
"23353",1,1,2,1,2017-01-31
"23354",1,1,1,1,2017-01-27
"23355",1,1,2,1,2017-01-29
"23356",1,1,1,1,2017-01-24
"23357",1,1,1,2,2017-01-28
"23358",3,2,2,1,2017-01-29
"23359",3,2,1,1,2017-02-04
"23360",1,1,2,2,2017-02-02
"23361",3,2,1,1,2017-01-29
"23362",0,1,2,2,2017-02-13
"23363",2,4,2,2,2017-02-11
"23364",1,1,1,1,2017-01-28
"23365",3,2,2,1,2017-01-28
"23366",1,1,1,1,2017-01-29
"23367",3,2,2,2,2017-02-05
"23368",1,1,2,2,2017-02-05
"23369",1,1,2,1,2017-01-27
"23370",1,1,3,2,2017-02-11
"23371",1,1,2,2,2017-02-04
"23372",3,2,1,2,2017-01-29
"23373",1,1,2,2,2017-02-11
"23374",3,2,2,1,2017-02-12
"23375",1,1,1,1,2017-01-30
"23376",3,2,1,2,2017-02-01
"23377",1,1,2,1,2017-02-07
"23378",1,1,1,1,2017-02-09
"23379",3,2,2,2,2017-02-11
"23380",1,1,1,1,2017-01-30
"23381",1,1,1,1,2017-01-30
"23382",1,1,2,2,2017-02-09
"23383",1,1,1,2,2017-01-29
"23384",3,2,2,2,2017-01-26
"23385",1,1,2,2,2017-01-28
"23386",0,1,2,1,2017-02-07
"23387",1,1,1,1,2017-02-04
"23388",3,2,1,3,2017-01-29
"23389",1,1,3,2,2017-02-10
"23390",1,1,1,1,2017-01-30
"23391",1,1,2,2,2017-02-06
"23392",1,1,1,2,2017-01-31
"23393",1,1,1,2,2017-01-31
"23394",1,1,1,1,2017-02-10
"23395",1,1,2,2,2017-01-26
"23396",3,2,2,1,2017-01-26
"23397",1,1,2,2,2017-02-03
"23398",1,1,2,1,2017-02-11
"23399",3,2,1,1,2017-02-15
"23400",3,2,2,2,2017-02-03
"23401",3,2,1,1,2017-02-02
"23402",1,1,1,1,2017-02-05
"23403",1,1,2,2,2017-01-28
"23404",1,1,1,2,2017-01-31
"23405",1,1,1,2,2017-02-04
"23406",3,2,1,1,2017-02-13
"23407",1,1,1,1,2017-01-28
"23408",1,1,1,2,2017-02-11
"23409",3,2,1,2,2017-01-26
"23410",1,1,2,1,2017-01-25
"23411",1,1,1,1,2017-01-27
"23412",3,2,1,2,2017-02-02
"23413",1,1,2,2,2017-01-25
"23414",1,1,1,1,2017-01-28
"23415",1,1,2,1,2017-01-27
"23416",1,1,2,2,2017-01-29
"23417",1,1,1,2,2017-01-25
"23418",3,2,1,2,2017-02-05
"23419",3,2,2,1,2017-02-13
"23420",1,1,1,1,2017-02-11
"23421",1,1,1,2,2017-01-28
"23422",4,2,2,2,2017-02-01
"23423",4,2,2,1,2017-01-26
"23424",1,1,2,2,2017-01-26
"23425",1,1,2,2,2017-02-07
"23426",3,2,1,1,2017-02-13
"23427",1,1,1,1,2017-02-12
"23428",1,1,0,2,2017-02-07
"23429",1,1,1,2,2017-01-29
"23430",1,1,1,1,2017-01-31
"23431",1,1,1,2,2017-01-27
"23432",3,2,1,1,2017-01-28
"23433",1,1,1,1,2017-02-02
"23434",1,1,2,2,2017-01-27
"23435",3,2,1,2,2017-02-06
"23436",1,1,2,2,2017-01-25
"23437",3,2,1,1,2017-02-05
"23438",3,2,1,1,2017-01-28
"23439",1,1,2,2,2017-02-09
"23440",1,1,1,2,2017-01-26
"23441",1,1,1,2,2017-02-08
"23442",3,2,2,2,2017-02-01
"23443",3,2,1,1,2017-02-05
"23444",1,1,1,1,2017-01-26
"23445",1,1,2,1,2017-02-11
"23446",1,1,2,2,2017-01-26
"23447",3,2,2,1,2017-02-05
"23448",1,1,2,2,2017-01-29
"23449",1,1,1,1,2017-02-12
"23450",1,1,1,1,2017-01-28
"23451",1,1,1,2,2017-02-10
"23452",1,1,1,2,2017-01-30
"23453",3,2,1,1,2017-02-13
"23454",1,1,3,2,2017-01-25
"23455",3,2,2,2,2017-02-04
"23456",3,2,1,2,2017-01-30
"23457",1,1,2,1,2017-01-28
"23458",3,2,1,1,2017-02-03
"23459",3,2,1,2,2017-01-24
"23460",3,2,2,2,2017-02-10
"23461",1,1,1,1,2017-01-28
"23462",1,1,1,2,2017-02-09
"23463",3,2,1,2,2017-01-30
"23464",3,2,1,1,2017-02-05
"23465",3,2,2,2,2017-02-06
"23466",2,4,1,1,2017-01-28
"23467",1,1,2,2,2017-01-31
"23468",3,2,2,2,2017-02-09
"23469",1,1,2,2,2017-02-03
"23470",1,1,1,1,2017-02-01
"23471",1,1,2,1,2017-01-29
"23472",3,2,2,2,2017-02-06
"23473",1,1,1,1,2017-01-26
"23474",1,1,2,2,2017-02-10
"23475",3,2,1,1,2017-02-03
"23476",1,1,2,1,2017-02-03
"23477",1,1,1,2,2017-01-27
"23478",1,1,1,1,2017-01-26
"23479",1,1,1,2,2017-02-06
"23480",3,2,2,1,2017-01-26
"23481",1,1,2,2,2017-01-26
"23482",1,1,2,1,2017-02-09
"23483",1,1,1,1,2017-01-25
"23484",1,1,1,0,2017-01-25
"23485",1,1,0,1,2017-02-04
"23486",3,2,2,1,2017-01-25
"23487",1,1,1,1,2017-01-30
"23488",3,2,1,1,2017-02-14
"23489",3,2,1,1,2017-01-31
"23490",1,1,1,2,2017-01-30
"23491",1,1,1,2,2017-01-27
"23492",1,1,2,2,2017-01-30
"23493",3,2,2,1,2017-02-15
"23494",1,1,1,1,2017-01-30
"23495",3,2,2,1,2017-01-25
"23496",3,2,1,2,2017-02-11
"23497",4,2,1,1,2017-01-27
"23498",1,1,2,1,2017-01-26
"23499",1,1,2,2,2017-02-06
"23500",3,2,1,2,2017-02-09
"23501",1,1,1,1,2017-01-31
"23502",3,2,1,2,2017-01-27
"23503",1,1,1,1,2017-01-24
"23504",1,1,2,2,2017-01-29
"23505",3,2,2,2,2017-01-26
"23506",1,1,2,2,2017-02-08
"23507",3,2,1,1,2017-02-06
"23508",1,1,2,2,2017-01-25
"23509",3,2,1,1,2017-01-30
"23510",1,1,2,2,2017-01-31
"23511",1,1,1,1,2017-02-08
"23512",3,2,1,1,2017-02-07
"23513",3,2,1,2,2017-01-30
"23514",1,1,2,2,2017-01-30
"23515",3,2,1,2,2017-02-01
"23516",1,1,1,1,2017-02-03
"23517",3,2,2,2,2017-02-14
"23518",1,1,1,1,2017-02-08
"23519",1,1,1,2,2017-02-03
"23520",2,4,2,2,2017-02-10
"23521",1,1,3,3,2017-02-01
"23522",1,1,1,2,2017-02-02
"23523",1,1,2,1,2017-01-31
"23524",3,2,2,2,2017-02-12
"23525",1,1,2,2,2017-02-04
"23526",3,2,1,1,2017-02-16
"23527",1,1,2,1,2017-01-25
"23528",1,1,1,0,2017-02-04
"23529",3,2,1,1,2017-02-07
"23530",3,2,1,1,2017-01-24
"23531",3,2,2,1,2017-01-26
"23532",1,1,1,0,2017-02-08
"23533",3,2,2,1,2017-02-15
"23534",1,1,1,1,2017-01-27
"23535",1,1,1,2,2017-01-26
"23536",1,1,2,2,2017-01-28
"23537",3,2,2,2,2017-02-02
"23538",1,1,2,1,2017-02-07
"23539",1,1,1,1,2017-02-13
"23540",1,1,1,1,2017-01-27
"23541",1,1,1,1,2017-01-29
"23542",1,1,1,2,2017-01-29
"23543",1,1,1,2,2017-02-06
"23544",1,1,1,2,2017-02-15
"23545",3,2,2,1,2017-01-28
"23546",1,1,1,1,2017-02-12
"23547",1,1,1,2,2017-01-28
"23548",1,1,2,1,2017-02-08
"23549",1,1,2,2,2017-02-05
"23550",3,2,1,1,2017-01-28
"23551",1,1,1,2,2017-02-06
"23552",1,1,1,2,2017-01-26
"23553",1,1,1,1,2017-01-24
"23554",3,2,2,2,2017-01-25
"23555",3,2,1,1,2017-01-30
"23556",1,1,1,0,2017-01-25
"23557",1,1,1,1,2017-01-29
"23558",1,1,2,2,2017-02-03
"23559",1,1,2,2,2017-02-02
"23560",3,2,2,2,2017-02-07
"23561",1,1,1,1,2017-01-28
"23562",3,2,1,1,2017-02-14
"23563",1,1,1,1,2017-02-10
"23564",1,1,1,1,2017-02-05
"23565",3,2,2,2,2017-02-11
"23566",3,2,1,2,2017-02-03
"23567",1,1,2,2,2017-02-14
"23568",1,1,1,1,2017-01-27
"23569",1,1,1,1,2017-01-26
"23570",1,1,1,1,2017-02-13
"23571",1,1,1,1,2017-01-29
"23572",3,2,1,1,2017-02-04
"23573",1,1,2,2,2017-02-10
"23574",1,1,2,1,2017-01-27
"23575",1,1,1,2,2017-02-08
"23576",1,1,3,2,2017-01-25
"23577",3,2,1,1,2017-01-29
"23578",1,1,2,2,2017-02-06
"23579",3,2,1,1,2017-02-09
"23580",1,1,1,2,2017-01-30
"23581",1,1,3,2,2017-01-31
"23582",1,1,1,1,2017-02-05
"23583",1,1,2,2,2017-02-01
"23584",3,2,1,2,2017-02-07
"23585",1,1,1,2,2017-01-28
"23586",1,1,1,2,2017-02-15
"23587",1,1,1,1,2017-01-25
"23588",3,2,2,2,2017-02-09
"23589",1,1,2,1,2017-01-25
"23590",1,1,1,2,2017-02-05
"23591",1,1,2,2,2017-02-08
"23592",1,1,2,3,2017-01-24
"23593",1,1,1,2,2017-02-08
"23594",3,2,1,2,2017-01-27
"23595",1,1,2,2,2017-02-04
"23596",3,2,2,1,2017-01-26
"23597",3,2,1,1,2017-02-02
"23598",1,1,2,2,2017-01-29
"23599",1,1,1,1,2017-02-15
"23600",1,1,1,1,2017-02-07
"23601",1,1,2,1,2017-01-28
"23602",1,1,2,2,2017-02-01
"23603",1,1,2,2,2017-02-10
"23604",3,2,2,1,2017-02-03
"23605",1,1,1,1,2017-02-10
"23606",1,1,0,1,2017-01-29
"23607",3,2,1,1,2017-02-04
"23608",1,1,1,2,2017-02-03
"23609",1,1,1,1,2017-01-26
"23610",1,1,1,2,2017-02-07
"23611",1,1,1,2,2017-01-25
"23612",3,2,2,2,2017-02-05
"23613",3,2,1,2,2017-01-25
"23614",1,1,2,2,2017-02-03
"23615",1,1,2,1,2017-01-31
"23616",1,1,1,2,2017-01-25
"23617",1,1,2,2,2017-01-25
"23618",1,1,1,2,2017-01-26
"23619",3,2,2,1,2017-02-10
"23620",3,2,1,1,2017-02-01
"23621",3,2,1,1,2017-01-26
"23622",2,4,1,1,2017-01-25
"23623",1,1,2,1,2017-02-02
"23624",1,1,1,2,2017-02-09
"23625",3,2,1,1,2017-02-10
"23626",1,1,2,2,2017-01-26
"23627",1,1,2,1,2017-02-13
"23628",1,1,2,1,2017-02-05
"23629",3,2,1,2,2017-02-11
"23630",3,2,2,2,2017-02-04
"23631",3,2,2,1,2017-02-03
"23632",1,1,1,1,2017-01-26
"23633",1,1,1,1,2017-02-05
"23634",1,1,2,2,2017-02-02
"23635",0,1,0,0,2017-02-05
"23636",1,1,1,1,2017-02-11
"23637",3,2,2,2,2017-02-06
"23638",3,2,2,2,2017-02-03
"23639",1,1,1,1,2017-01-30
"23640",3,2,2,1,2017-01-26
"23641",1,1,2,2,2017-02-12
"23642",1,1,2,2,2017-01-31
"23643",3,2,1,2,2017-02-02
"23644",3,2,1,1,2017-02-03
"23645",1,1,1,1,2017-01-30
"23646",1,1,1,2,2017-02-04
"23647",1,1,2,1,2017-01-28
"23648",1,1,1,1,2017-01-29
"23649",1,1,1,2,2017-02-16
"23650",1,1,2,1,2017-01-30
"23651",1,1,1,1,2017-01-26
"23652",1,1,2,2,2017-02-05
"23653",1,1,1,2,2017-01-26
"23654",1,1,1,1,2017-01-26
"23655",1,1,2,2,2017-02-07
"23656",1,1,2,1,2017-01-31
"23657",1,1,1,2,2017-01-26
"23658",1,1,1,1,2017-01-28
"23659",3,2,1,2,2017-01-29
"23660",3,2,2,2,2017-01-25
"23661",1,1,2,2,2017-01-28
"23662",4,2,1,1,2017-01-26
"23663",0,1,1,2,2017-02-07
"23664",3,2,1,2,2017-02-13
"23665",1,1,1,2,2017-02-04
"23666",1,1,2,1,2017-02-08
"23667",1,1,2,2,2017-02-02
"23668",1,1,2,2,2017-02-12
"23669",1,1,2,1,2017-01-27
"23670",1,1,1,2,2017-02-06
"23671",3,2,2,2,2017-01-27
"23672",1,1,2,2,2017-02-02
"23673",3,2,1,2,2017-01-24
"23674",1,1,2,2,2017-01-25
"23675",3,2,2,2,2017-01-29
"23676",1,1,2,2,2017-02-05
"23677",1,1,2,1,2017-01-28
"23678",1,1,2,1,2017-02-01
"23679",3,2,1,2,2017-01-26
"23680",1,1,1,1,2017-02-01
"23681",1,1,1,1,2017-01-28
"23682",1,1,1,1,2017-02-02
"23683",1,1,2,2,2017-02-01
"23684",3,2,1,1,2017-02-07
"23685",1,1,2,2,2017-01-30
"23686",3,2,2,1,2017-02-06
"23687",3,2,1,1,2017-02-08
"23688",3,2,1,1,2017-01-27
"23689",3,2,1,1,2017-01-26
"23690",3,2,1,3,2017-01-30
"23691",1,1,2,1,2017-01-29
"23692",1,1,1,1,2017-01-27
"23693",1,1,1,2,2017-02-06
"23694",3,2,1,1,2017-02-04
"23695",1,1,1,1,2017-01-25
"23696",1,1,2,1,2017-01-26
"23697",1,1,1,2,2017-02-01
"23698",3,2,2,2,2017-01-26
"23699",1,1,1,1,2017-01-31
"23700",3,2,1,1,2017-02-11
"23701",1,1,1,1,2017-01-26
"23702",1,1,1,2,2017-01-30
"23703",1,1,2,2,2017-01-27
"23704",1,1,2,2,2017-01-29
"23705",1,1,1,2,2017-02-01
"23706",3,2,1,0,2017-02-15
"23707",3,2,2,1,2017-02-09
"23708",1,1,1,2,2017-01-26
"23709",1,1,1,2,2017-01-25
"23710",3,2,1,2,2017-01-28
"23711",3,2,1,2,2017-01-30
"23712",3,2,2,1,2017-02-12
"23713",1,1,1,2,2017-01-29
"23714",1,1,2,2,2017-02-12
"23715",3,2,1,1,2017-01-25
"23716",3,2,1,1,2017-01-30
"23717",3,2,2,2,2017-02-10
"23718",1,1,2,2,2017-02-11
"23719",1,1,1,1,2017-01-29
"23720",1,1,2,2,2017-02-04
"23721",1,1,2,2,2017-01-26
"23722",1,1,1,2,2017-01-30
"23723",1,1,2,2,2017-02-10
"23724",3,2,1,1,2017-02-14
"23725",1,1,1,1,2017-02-09
"23726",1,1,1,2,2017-02-10
"23727",1,1,2,1,2017-02-15
"23728",1,1,1,1,2017-01-25
"23729",4,2,2,2,2017-01-29
"23730",1,1,2,2,2017-01-25
"23731",1,1,2,2,2017-02-02
"23732",1,1,1,2,2017-01-26
"23733",1,1,2,1,2017-02-05
"23734",3,2,2,1,2017-02-09
"23735",1,1,2,2,2017-02-05
"23736",3,2,2,2,2017-02-11
"23737",1,1,3,2,2017-02-09
"23738",1,1,1,1,2017-02-03
"23739",1,1,1,1,2017-01-25
"23740",1,1,1,1,2017-02-02
"23741",3,2,2,1,2017-01-26
"23742",1,1,2,2,2017-01-31
"23743",1,1,2,2,2017-02-11
"23744",3,2,1,1,2017-02-08
"23745",1,1,2,1,2017-02-10
"23746",1,1,2,2,2017-01-30
"23747",1,1,2,2,2017-01-28
"23748",1,1,2,2,2017-01-26
"23749",3,2,1,1,2017-01-27
"23750",1,1,2,1,2017-02-05
"23751",1,1,1,2,2017-02-10
"23752",1,1,1,0,2017-02-09
"23753",1,1,1,1,2017-01-29
"23754",3,2,1,2,2017-02-05
"23755",1,1,1,1,2017-02-13
"23756",1,1,2,2,2017-02-02
"23757",3,2,1,1,2017-02-08
"23758",3,2,2,1,2017-01-27
"23759",0,1,2,1,2017-02-11
"23760",1,1,1,1,2017-02-03
"23761",1,1,2,1,2017-02-07
"23762",3,2,2,2,2017-02-14
"23763",1,1,1,1,2017-01-25
"23764",1,1,1,1,2017-02-01
"23765",2,4,1,1,2017-01-27
"23766",1,1,1,1,2017-01-26
"23767",1,1,2,2,2017-02-07
"23768",1,1,2,2,2017-02-08
"23769",1,1,2,2,2017-02-05
"23770",1,1,1,1,2017-02-04
"23771",1,1,2,1,2017-02-04
"23772",3,2,2,2,2017-02-04
"23773",1,1,1,1,2017-02-04
"23774",1,1,2,1,2017-02-04
"23775",1,1,1,1,2017-01-24
"23776",1,1,0,2,2017-02-16
"23777",3,2,1,1,2017-02-08
"23778",1,1,2,1,2017-02-07
"23779",3,2,2,1,2017-01-28
"23780",2,4,2,1,2017-02-07
"23781",3,2,2,2,2017-02-11
"23782",1,1,2,2,2017-02-07
"23783",1,1,2,1,2017-02-10
"23784",3,2,1,2,2017-02-08
"23785",1,1,1,1,2017-01-31
"23786",3,2,1,1,2017-02-03
"23787",3,2,2,2,2017-02-12
"23788",3,2,1,2,2017-02-04
"23789",1,1,2,2,2017-01-25
"23790",1,1,2,1,2017-02-03
"23791",1,1,1,2,2017-02-01
"23792",1,1,2,1,2017-01-28
"23793",3,2,2,1,2017-02-04
"23794",3,2,2,1,2017-01-24
"23795",1,1,1,2,2017-01-26
"23796",3,2,1,1,2017-01-26
"23797",3,2,1,1,2017-02-09
"23798",1,1,2,2,2017-01-30
"23799",1,1,2,1,2017-02-12
"23800",1,1,2,1,2017-01-24
"23801",3,2,1,1,2017-02-02
"23802",1,1,1,2,2017-02-01
"23803",1,1,1,1,2017-02-05
"23804",1,1,1,2,2017-01-27
"23805",1,1,2,1,2017-02-12
"23806",3,2,1,1,2017-02-01
"23807",1,1,2,2,2017-01-31
"23808",1,1,1,2,2017-02-10
"23809",1,1,1,1,2017-02-08
"23810",3,2,2,1,2017-01-30
"23811",1,1,2,1,2017-02-10
"23812",1,1,1,1,2017-01-27
"23813",1,1,1,1,2017-02-06
"23814",1,1,2,2,2017-02-02
"23815",3,2,1,1,2017-01-30
"23816",1,1,1,1,2017-02-03
"23817",3,2,1,1,2017-01-29
"23818",1,1,2,1,2017-01-24
"23819",1,1,2,1,2017-02-02
"23820",1,1,2,2,2017-01-27
"23821",1,1,2,2,2017-02-04
"23822",3,2,2,1,2017-02-10
"23823",1,1,1,1,2017-02-08
"23824",3,2,2,2,2017-01-27
"23825",1,1,2,1,2017-01-27
"23826",3,2,2,2,2017-01-29
"23827",1,1,2,2,2017-01-30
"23828",1,1,2,2,2017-01-26
"23829",1,1,1,1,2017-01-26
"23830",1,1,2,1,2017-02-02
"23831",3,2,2,2,2017-02-10
"23832",1,1,2,1,2017-02-11
"23833",1,1,1,1,2017-01-27
"23834",1,1,2,2,2017-02-03
"23835",1,1,1,2,2017-02-05
"23836",1,1,2,2,2017-02-04
"23837",0,1,1,1,2017-02-02
"23838",3,2,1,2,2017-01-31
"23839",1,1,1,1,2017-02-14
"23840",1,1,2,1,2017-02-11
"23841",3,2,2,1,2017-02-15
"23842",1,1,2,1,2017-02-14
"23843",1,1,1,1,2017-02-01
"23844",3,2,2,2,2017-01-31
"23845",1,1,2,2,2017-02-02
"23846",1,1,1,1,2017-01-30
"23847",1,1,2,2,2017-02-06
"23848",0,1,2,2,2017-02-05
"23849",3,2,1,1,2017-01-27
"23850",1,1,1,2,2017-01-24
"23851",3,2,2,1,2017-01-30
"23852",1,1,1,2,2017-02-09
"23853",3,2,2,2,2017-02-01
"23854",1,1,2,1,2017-01-29
"23855",1,1,1,2,2017-02-07
"23856",1,1,2,1,2017-02-04
"23857",1,1,1,1,2017-01-30
"23858",2,4,1,2,2017-02-11
"23859",1,1,2,2,2017-02-09
"23860",1,1,1,1,2017-01-29
"23861",3,2,2,2,2017-02-07
"23862",1,1,1,1,2017-01-25
"23863",1,1,2,2,2017-02-10
"23864",1,1,1,1,2017-01-26
"23865",1,1,2,2,2017-01-26
"23866",1,1,1,1,2017-02-11
"23867",1,1,2,1,2017-01-29
"23868",1,1,1,2,2017-02-02
"23869",1,1,1,2,2017-02-07
"23870",1,1,2,1,2017-01-26
"23871",3,2,2,2,2017-02-07
"23872",1,1,2,2,2017-02-15
"23873",1,1,2,2,2017-01-31
"23874",1,1,2,2,2017-01-25
"23875",3,2,1,2,2017-02-11
"23876",1,1,1,1,2017-01-25
"23877",1,1,1,1,2017-02-05
"23878",1,1,2,2,2017-02-08
"23879",1,1,2,2,2017-01-24
"23880",1,1,2,2,2017-01-28
"23881",1,1,1,1,2017-01-31
"23882",1,1,1,2,2017-02-09
"23883",1,1,1,2,2017-01-26
"23884",3,2,1,2,2017-02-14
"23885",1,1,2,1,2017-02-04
"23886",1,1,1,1,2017-01-30
"23887",1,1,1,1,2017-02-04
"23888",1,1,1,0,2017-01-30
"23889",1,1,1,1,2017-02-11
"23890",3,2,2,2,2017-02-06
"23891",1,1,1,1,2017-01-28
"23892",3,2,1,2,2017-01-29
"23893",3,2,1,2,2017-02-04
"23894",3,2,1,2,2017-02-11
"23895",1,1,2,2,2017-01-24
"23896",1,1,2,2,2017-01-25
"23897",1,1,1,1,2017-02-12
"23898",1,1,1,0,2017-01-29
"23899",3,2,2,2,2017-01-27
"23900",3,2,2,2,2017-01-24
"23901",1,1,2,2,2017-02-03
"23902",3,2,1,1,2017-02-04
"23903",1,1,2,2,2017-02-09
"23904",1,1,1,1,2017-02-08
"23905",1,1,2,2,2017-02-03
"23906",1,1,2,1,2017-02-01
"23907",3,2,1,1,2017-01-29
"23908",1,1,2,2,2017-01-27
"23909",1,1,1,1,2017-02-04
"23910",3,2,1,2,2017-02-09
"23911",1,1,1,2,2017-02-04
"23912",1,1,1,1,2017-01-30
"23913",1,1,1,2,2017-01-27
"23914",3,2,1,1,2017-02-01
"23915",3,2,0,1,2017-01-26
"23916",1,1,1,2,2017-01-25
"23917",1,1,2,2,2017-02-07
"23918",4,2,2,1,2017-02-09
"23919",1,1,2,2,2017-01-28
"23920",1,1,2,2,2017-01-25
"23921",1,1,1,1,2017-01-25
"23922",1,1,1,1,2017-01-25
"23923",1,1,1,1,2017-02-05
"23924",1,1,1,1,2017-01-28
"23925",3,2,1,1,2017-02-04
"23926",1,1,1,1,2017-02-05
"23927",1,1,2,1,2017-01-27
"23928",3,2,2,2,2017-02-01
"23929",1,1,1,2,2017-02-12
"23930",1,1,1,1,2017-01-27
"23931",2,4,2,2,2017-01-26
"23932",3,2,1,1,2017-01-31
"23933",1,1,2,2,2017-02-01
"23934",1,1,2,2,2017-01-29
"23935",1,1,2,2,2017-02-14
"23936",3,2,1,2,2017-02-11
"23937",1,1,1,1,2017-02-05
"23938",1,1,1,2,2017-02-06
"23939",1,1,2,3,2017-01-25
"23940",1,1,1,1,2017-01-25
"23941",1,1,2,2,2017-02-03
"23942",1,1,2,2,2017-01-26
"23943",3,2,1,1,2017-02-02
"23944",1,1,2,2,2017-01-25
"23945",1,1,2,1,2017-02-05
"23946",1,1,1,2,2017-01-30
"23947",1,1,1,1,2017-01-31
"23948",3,2,2,2,2017-02-02
"23949",1,1,1,1,2017-02-13
"23950",3,2,1,1,2017-02-08
"23951",1,1,1,1,2017-02-01
"23952",3,2,1,1,2017-02-05
"23953",3,2,2,3,2017-01-30
"23954",1,1,2,1,2017-02-01
"23955",1,1,2,1,2017-01-28
"23956",3,2,2,1,2017-02-02
"23957",1,1,1,2,2017-01-28
"23958",1,1,1,1,2017-01-26
"23959",1,1,2,2,2017-02-06
"23960",3,2,2,1,2017-02-01
"23961",1,1,1,1,2017-01-25
"23962",3,2,1,1,2017-01-25
"23963",3,2,1,2,2017-02-11
"23964",1,1,1,1,2017-01-28
"23965",4,2,1,1,2017-01-24
"23966",1,1,1,2,2017-02-01
"23967",1,1,2,1,2017-01-27
"23968",1,1,2,2,2017-02-02
"23969",1,1,1,2,2017-02-03
"23970",1,1,1,2,2017-01-25
"23971",1,1,2,2,2017-01-27
"23972",3,2,1,2,2017-02-07
"23973",3,2,2,2,2017-02-09
"23974",3,2,1,2,2017-02-10
"23975",1,1,2,1,2017-01-28
"23976",1,1,2,2,2017-01-25
"23977",1,1,0,1,2017-02-02
"23978",3,2,1,2,2017-01-31
"23979",0,1,1,2,2017-02-10
"23980",1,1,1,1,2017-01-28
"23981",1,1,1,1,2017-02-04
"23982",1,1,1,1,2017-02-08
"23983",3,2,1,2,2017-02-10
"23984",3,2,1,1,2017-01-29
"23985",4,2,2,2,2017-01-26
"23986",3,2,2,2,2017-01-24
"23987",1,1,2,1,2017-02-01
"23988",1,1,1,1,2017-02-03
"23989",1,1,2,1,2017-01-26
"23990",1,1,2,2,2017-02-08
"23991",3,2,1,1,2017-02-12
"23992",1,1,1,2,2017-02-12
"23993",1,1,1,0,2017-02-07
"23994",3,2,2,1,2017-02-11
"23995",3,2,1,1,2017-02-08
"23996",1,1,1,2,2017-02-15
"23997",1,1,2,1,2017-02-03
"23998",1,1,1,2,2017-01-28
"23999",3,2,2,1,2017-02-03
"24000",1,1,2,2,2017-01-27
"24001",3,2,2,2,2017-01-29
"24002",3,2,1,1,2017-01-31
"24003",3,2,1,2,2017-02-06
"24004",1,1,2,2,2017-01-25
"24005",1,1,2,2,2017-01-30
"24006",3,2,1,1,2017-02-08
"24007",1,1,2,2,2017-01-26
"24008",1,1,2,1,2017-01-26
"24009",3,2,1,1,2017-02-05
"24010",1,1,2,2,2017-01-25
"24011",3,2,1,2,2017-01-27
"24012",1,1,1,2,2017-01-26
"24013",3,2,1,1,2017-02-04
"24014",4,2,2,2,2017-01-24
"24015",1,1,2,2,2017-02-10
"24016",3,2,2,1,2017-02-01
"24017",1,1,2,2,2017-02-05
"24018",1,1,2,2,2017-01-31
"24019",1,1,2,2,2017-02-11
"24020",1,1,1,1,2017-02-05
"24021",1,1,0,0,2017-01-27
"24022",4,2,2,2,2017-01-28
"24023",3,2,2,2,2017-01-30
"24024",1,1,2,1,2017-02-03
"24025",2,4,2,1,2017-01-28
"24026",1,1,2,2,2017-02-01
"24027",1,1,1,1,2017-02-01
"24028",3,2,1,2,2017-02-02
"24029",3,2,2,1,2017-02-06
"24030",1,1,1,1,2017-01-29
"24031",1,1,1,1,2017-02-01
"24032",3,2,1,1,2017-02-06
"24033",1,1,2,1,2017-02-12
"24034",1,1,2,2,2017-01-29
"24035",1,1,2,2,2017-01-25
"24036",3,2,1,2,2017-02-13
"24037",1,1,2,1,2017-02-01
"24038",1,1,1,1,2017-02-13
"24039",3,2,2,1,2017-02-10
"24040",3,2,1,1,2017-02-04
"24041",1,1,1,2,2017-02-05
"24042",3,2,1,2,2017-02-02
"24043",1,1,2,2,2017-01-30
"24044",1,1,2,1,2017-02-14
"24045",1,1,2,2,2017-01-25
"24046",3,2,1,2,2017-02-04
"24047",1,1,1,3,2017-01-31
"24048",1,1,1,1,2017-01-24
"24049",1,1,1,1,2017-02-13
"24050",3,2,1,2,2017-01-27
"24051",1,1,2,1,2017-02-08
"24052",1,1,1,1,2017-02-01
"24053",1,1,2,2,2017-01-26
"24054",3,2,1,2,2017-02-03
"24055",1,1,2,2,2017-01-29
"24056",0,1,2,2,2017-02-12
"24057",1,1,2,1,2017-01-26
"24058",1,1,1,2,2017-02-08
"24059",3,2,2,2,2017-02-10
"24060",3,2,1,0,2017-02-14
"24061",1,1,1,2,2017-01-31
"24062",1,1,2,1,2017-02-06
"24063",3,2,2,2,2017-01-27
"24064",3,2,1,1,2017-01-28
"24065",1,1,2,2,2017-01-30
"24066",1,1,1,1,2017-01-26
"24067",1,1,1,1,2017-01-28
"24068",1,1,1,2,2017-01-25
"24069",1,1,1,2,2017-01-26
"24070",1,1,1,1,2017-01-28
"24071",1,1,1,1,2017-02-15
"24072",1,1,2,1,2017-01-29
"24073",3,2,1,2,2017-01-27
"24074",3,2,1,2,2017-02-04
"24075",1,1,2,0,2017-02-13
"24076",1,1,1,2,2017-02-04
"24077",3,2,0,1,2017-01-28
"24078",4,2,1,1,2017-02-05
"24079",3,2,1,1,2017-02-14
