"","InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"249866","558926","23199","JUMBO BAG APPLES",10,"7/5/2011 10:21",2.08,17469,"United Kingdom"
"445096","574755","21745","GAOLERS KEYS DECORATIVE GARDEN ",24,"11/7/2011 9:28",3.39,13078,"United Kingdom"
"165355","550784","22859","EASTER TIN BUNNY BOUQUET",6,"4/20/2011 13:59",1.65,13269,"United Kingdom"
"468450","576503","23356","LOVE HOT WATER BOTTLE",3,"11/15/2011 11:56",5.95,17540,"United Kingdom"
"519161","580136","22475","SKULL DESIGN TV DINNER TRAY",1,"12/1/2011 19:42",4.95,17841,"United Kingdom"
"208797","555149","84993A","75 GREEN PETIT FOUR CASES",1,"5/31/2011 15:49",0.83,NA,"United Kingdom"
"150737","549524","21865","PINK UNION JACK  PASSPORT COVER ",2,"4/8/2011 15:42",4.13,NA,"United Kingdom"
"28024","538597","21918","SET 12 KIDS COLOUR  CHALK STICKS",6,"12/13/2010 12:26",0.42,15555,"United Kingdom"
"269190","560437","21770","OPEN CLOSED METAL SIGN",2,"7/18/2011 16:05",4.95,13940,"United Kingdom"
"217217","555923","21131","GOLD STANDING GNOME",1,"6/7/2011 17:09",8.29,NA,"United Kingdom"
"231246","557257","47566","PARTY BUNTING",24,"6/19/2011 10:34",4.95,14051,"United Kingdom"
"273963","560872","23300","GARDENERS KNEELING PAD CUP OF TEA ",24,"7/21/2011 14:41",1.65,14745,"United Kingdom"
"310983","564221","22378","WALL TIDY RETROSPOT ",1,"8/24/2011 9:36",4.96,NA,"United Kingdom"
"388372","570426","21499","BLUE POLKADOT WRAP",25,"10/10/2011 13:55",0.42,13352,"United Kingdom"
"26698","538518","21738","COSY SLIPPER SHOES SMALL  RED ",3,"12/12/2010 16:14",2.95,14505,"United Kingdom"
"474809","576851","21484","CHICK GREY HOT WATER BOTTLE",2,"11/16/2011 15:41",4.25,15967,"United Kingdom"
"341494","566757","21224","SET/4 SKULL BADGES",5,"9/14/2011 15:54",0.83,NA,"United Kingdom"
"383292","570011","21733","RED HANGING HEART T-LIGHT HOLDER",12,"10/7/2011 9:44",2.95,16477,"United Kingdom"
"516280","579885","23567","EGG CUP HENRIETTA HEN PINK",12,"11/30/2011 17:37",1.25,15444,"United Kingdom"
"248665","558862","22079","RIBBON REEL HEARTS DESIGN ",10,"7/4/2011 12:25",1.65,13901,"United Kingdom"
"452442","575337","21428","SET3 BOOK BOX GREEN GINGHAM FLOWER ",1,"11/9/2011 14:11",4.25,17867,"United Kingdom"
"219715","556107","22551","PLASTERS IN TIN SPACEBOY",2,"6/8/2011 17:09",1.65,17360,"United Kingdom"
"66398","541793","20719","WOODLAND CHARLOTTE BAG",10,"1/21/2011 13:13",0.85,13969,"United Kingdom"
"118049","546420","47591D","PINK FAIRY CAKE CHILDRENS APRON",2,"3/13/2011 11:18",1.95,14810,"United Kingdom"
"73887","542393","84992","72 SWEETHEART FAIRY CAKE CASES",1,"1/27/2011 15:02",0.55,18125,"United Kingdom"
"413691","572318","23214","JINGLE BELL HEART ANTIQUE GOLD",1,"10/23/2011 16:19",2.08,15436,"United Kingdom"
"147169","549099","22030","SWALLOWS GREETING CARD",12,"4/6/2011 11:07",0.42,16241,"United Kingdom"
"63460","541570","22254","FELT TOADSTOOL LARGE",192,"1/19/2011 12:34",1.06,14646,"Netherlands"
"462119","575961","22666","RECIPE BOX PANTRY YELLOW DESIGN",2,"11/13/2011 12:29",2.95,16794,"United Kingdom"
"271409","560692","23198","PANTRY MAGNETIC  SHOPPING LIST",2,"7/20/2011 12:01",1.45,14704,"United Kingdom"
"38527","539580","22711","WRAP CIRCUS PARADE",25,"12/20/2010 12:51",0.42,15312,"United Kingdom"
"485577","577610","21484","CHICK GREY HOT WATER BOTTLE",4,"11/21/2011 9:55",4.25,15373,"United Kingdom"
"212012","555405","23147","SINGLE ANTIQUE ROSE HOOK IVORY",12,"6/2/2011 19:17",1.45,17531,"United Kingdom"
"473213","576784","20829","GLITTER HANGING BUTTERFLY STRING",4,"11/16/2011 13:40",2.1,16204,"United Kingdom"
"352665","567675","23393","HOME SWEET HOME CUSHION COVER ",7,"9/21/2011 15:54",3.75,15351,"United Kingdom"
"86343","543546","20768","GREEN FERN JOURNAL ",1,"2/9/2011 16:52",4.96,NA,"United Kingdom"
"156166","550123","22899","CHILDREN'S APRON DOLLY GIRL ",4,"4/14/2011 12:39",2.1,NA,"United Kingdom"
"389366","570467","21231","SWEETHEART CERAMIC TRINKET BOX",12,"10/10/2011 16:06",1.25,12607,"USA"
"78536","542890","15056N","EDWARDIAN PARASOL NATURAL",3,"2/1/2011 13:25",5.95,15311,"United Kingdom"
"270485","560569","84931A","PINK SCOTTIE DOG W FLOWER PATTERN",6,"7/19/2011 14:04",2.55,12480,"Germany"
"177234","552051","22423","REGENCY CAKESTAND 3 TIER",1,"5/6/2011 10:10",12.75,14796,"United Kingdom"
"479054","577128","22536","MAGIC DRAWING SLATE PURDEY",1,"11/17/2011 19:48",0.42,14508,"United Kingdom"
"290926","562420","22420","LIPSTICK PEN BABY PINK",50,"8/4/2011 16:38",0.83,NA,"United Kingdom"
"146516","548992","22179","SET 10 LIGHTS NIGHT OWL",6,"4/5/2011 13:52",6.75,13089,"United Kingdom"
"263817","560035","23142","IVORY WIRE KITCHEN ORGANISER",6,"7/14/2011 13:41",10.4,17706,"United Kingdom"
"510097","579427","23169","CLASSIC GLASS COOKIE JAR",6,"11/29/2011 13:04",4.15,16479,"United Kingdom"
"315690","564734","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",2,"8/28/2011 13:32",4.95,12484,"Spain"
"228287","556917","79191C","RETRO PLASTIC ELEPHANT TRAY",144,"6/15/2011 13:37",0.63,12415,"Australia"
"116605","546255","22668","PINK BABY BUNTING",5,"3/10/2011 14:56",2.95,13468,"United Kingdom"
"128318","547253","22978","PANTRY ROLLING PIN",3,"3/22/2011 10:44",3.75,13869,"United Kingdom"
"497890","578485","22178","VICTORIAN GLASS HANGING T-LIGHT",12,"11/24/2011 12:52",1.95,12921,"United Kingdom"
"512500","579512","23234","BISCUIT TIN VINTAGE CHRISTMAS",2,"11/29/2011 16:47",5.79,NA,"United Kingdom"
"21881","538148","22166","WALL MIRROR RECTANGLE DIAMANTE PINK",2,"12/9/2010 16:26",16.13,NA,"United Kingdom"
"46033","540350","85099F","JUMBO BAG STRAWBERRY",1,"1/6/2011 14:14",1.95,18283,"United Kingdom"
"46672","540356","20719","WOODLAND CHARLOTTE BAG",5,"1/6/2011 15:12",2.51,NA,"United Kingdom"
"492378","578113","23307","SET OF 60 PANTRY DESIGN CAKE CASES ",48,"11/23/2011 9:35",0.55,14560,"United Kingdom"
"44477","540178","22556","PLASTERS IN TIN CIRCUS PARADE ",12,"1/5/2011 12:42",1.65,12681,"France"
"1779","536544","85116","BLACK CANDELABRA T-LIGHT HOLDER",3,"12/1/2010 14:32",1.66,NA,"United Kingdom"
"115923","546160","22432","WATERING CAN PINK BUNNY",48,"3/10/2011 9:49",1.65,15838,"United Kingdom"
"406","536404","22964","3 PIECE SPACEBOY COOKIE CUTTER SET",12,"12/1/2010 11:29",2.1,16218,"United Kingdom"
"53025","540821","20699","MOUSEY LONG LEGS SOFT TOY",1,"1/11/2011 13:16",2.51,NA,"United Kingdom"
"271267","560686","21981","PACK OF 12 WOODLAND TISSUES ",24,"7/20/2011 11:50",0.29,15632,"United Kingdom"
"127338","547209","22199","FRYING PAN RED RETROSPOT",4,"3/21/2011 14:44",4.25,13081,"United Kingdom"
"528102","580729","20971","PINK BLUE FELT CRAFT TRINKET BOX",2,"12/5/2011 17:24",2.46,NA,"United Kingdom"
"57875","541219","85180B","PINK HEARTS LIGHT CHAIN ",3,"1/14/2011 14:06",2.46,NA,"United Kingdom"
"14954","537626","22212","FOUR HOOK  WHITE LOVEBIRDS",6,"12/7/2010 14:57",2.1,12347,"Iceland"
"305625","563703","21520","BOOZE & WOMEN GREETING CARD ",12,"8/18/2011 14:02",0.42,13273,"United Kingdom"
"292287","562549","23338","EGG FRYING PAN RED ",1,"8/5/2011 16:10",2.08,17092,"United Kingdom"
"435696","574076","22637","PIGGY BANK RETROSPOT ",1,"11/2/2011 15:38",4.96,NA,"United Kingdom"
"320725","565084","22988","SOLDIERS EGG CUP ",144,"9/1/2011 9:39",1.06,17306,"United Kingdom"
"308332","563950","23159","SET OF 5 PANCAKE DAY MAGNETS",12,"8/22/2011 10:39",2.08,12471,"Germany"
"515105","579777","23380","PACK OF 12 VINTAGE DOILY TISSUES",2,"11/30/2011 15:13",0.83,NA,"United Kingdom"
"72495","542252","82578","KITCHEN METAL SIGN",1,"1/26/2011 16:01",1.25,NA,"United Kingdom"
"259394","559693","22608","PENS ASSORTED FUNKY JEWELED ",3,"7/11/2011 16:21",0.42,NA,"United Kingdom"
"428260","573416","20711","JUMBO BAG TOYS ",10,"10/31/2011 8:29",2.08,14688,"United Kingdom"
"636","536415","22147","FELTCRAFT BUTTERFLY HEARTS",4,"12/1/2010 11:57",1.45,12838,"United Kingdom"
"362001","568400","23129","HEART SHAPED HOLLY WREATH",4,"9/27/2011 10:27",4.15,13644,"United Kingdom"
"501403","578827","22547","MINI JIGSAW DINOSAUR ",2,"11/25/2011 14:25",0.83,NA,"United Kingdom"
"535560","581217","22174","PHOTO CUBE",5,"12/8/2011 9:20",3.29,NA,"United Kingdom"
"266053","560240","22522","CHILDS GARDEN FORK BLUE ",2,"7/17/2011 11:59",0.85,15716,"United Kingdom"
"310126","564166","23225","CHERUB HEART DECORATION SILVER ",12,"8/23/2011 13:40",0.83,15089,"United Kingdom"
"297167","562934","21891","TRADITIONAL WOODEN SKIPPING ROPE",3,"8/10/2011 16:56",2.46,NA,"United Kingdom"
"66376","541792","22138","BAKING SET 9 PIECE RETROSPOT ",12,"1/21/2011 13:09",4.95,17094,"United Kingdom"
"141967","548533","22207","FRYING PAN UNION FLAG",12,"3/31/2011 17:17",4.25,13883,"United Kingdom"
"121703","546778","22989","SET 2 PANTRY DESIGN TEA TOWELS",3,"3/16/2011 16:38",3.25,14572,"United Kingdom"
"488334","577812","22567","20 DOLLY PEGS RETROSPOT",12,"11/22/2011 8:56",1.45,16956,"United Kingdom"
"358156","568135","23319","BOX OF 6 MINI 50'S CRACKERS",1,"9/23/2011 17:04",4.96,NA,"United Kingdom"
"423295","573137","85123A","WHITE HANGING HEART T-LIGHT HOLDER",1,"10/27/2011 17:15",5.79,NA,"United Kingdom"
"324720","565413","22666","RECIPE BOX PANTRY YELLOW DESIGN",6,"9/4/2011 11:49",2.95,18223,"United Kingdom"
"437854","574298","21452","TOADSTOOL MONEY BOX",1,"11/3/2011 15:56",5.79,NA,"United Kingdom"
"73993","542398","21690","SILVER  CANDLEPOT JARDIN ",1,"1/27/2011 15:36",3.75,13174,"United Kingdom"
"179827","552288","84755","COLOUR GLASS T-LIGHT HOLDER HANGING",32,"5/8/2011 13:20",0.65,13313,"United Kingdom"
"230682","557214","22197","POPCORN HOLDER",12,"6/17/2011 12:20",0.85,17677,"United Kingdom"
"433075","573904","22178","VICTORIAN GLASS HANGING T-LIGHT",3,"11/1/2011 14:54",1.95,14505,"United Kingdom"
"274715","560926","20682","RED RETROSPOT CHILDRENS UMBRELLA",1,"7/22/2011 9:20",6.63,NA,"United Kingdom"
"29979","538839","22167"," OVAL WALL MIRROR DIAMANTE ",1,"12/14/2010 13:10",9.95,14606,"United Kingdom"
"387502","570293","21823","PAINTED METAL HEART WITH HOLLY BELL",24,"10/10/2011 12:00",0.39,14128,"United Kingdom"
"504053","578942","23320","GIANT 50'S CHRISTMAS CRACKER",4,"11/27/2011 13:29",2.89,17288,"United Kingdom"
"57971","541219","21876","POTTERING MUG",4,"1/14/2011 14:06",1.63,NA,"United Kingdom"
"102862","545041","22485","SET OF 2 WOODEN MARKET CRATES",2,"2/27/2011 10:30",12.75,14952,"United Kingdom"
"188708","553057","23103","JINGLE BELL HEART DECORATION",12,"5/13/2011 10:41",1.65,16161,"United Kingdom"
"139406","548313","22090","PAPER BUNTING RETROSPOT",6,"3/30/2011 12:15",2.95,15353,"United Kingdom"
"44659","540187","22654","DELUXE SEWING KIT ",3,"1/5/2011 13:53",5.95,15358,"United Kingdom"
"403436","571566","22080","RIBBON REEL POLKADOTS ",20,"10/18/2011 10:19",1.65,13594,"United Kingdom"
"414085","572336","22909","SET OF 20 VINTAGE CHRISTMAS NAPKINS",24,"10/24/2011 10:29",0.85,13523,"United Kingdom"
"427041","573373","22621","TRADITIONAL KNITTING NANCY",3,"10/30/2011 13:37",1.65,14684,"United Kingdom"
"256978","559506","10133","COLOURING PENCILS BROWN TUBE",31,"7/8/2011 15:17",0.83,NA,"United Kingdom"
"192419","553411","23053","RECYCLED ACAPULCO MAT PINK",2,"5/17/2011 9:28",8.25,12714,"France"
"399198","571273","23352","ROLL WRAP 50'S RED CHRISTMAS ",12,"10/16/2011 12:21",1.25,13034,"United Kingdom"
"86133","543535","22469","HEART OF WICKER SMALL",12,"2/9/2011 13:37",1.65,17537,"United Kingdom"
"176185","551997","22502","PICNIC BASKET WICKER SMALL",1,"5/5/2011 15:47",10.79,NA,"United Kingdom"
"198049","554003","23170","REGENCY TEA PLATE ROSES ",48,"5/20/2011 12:17",1.45,13324,"United Kingdom"
"7048","536987","20854","BLUE PATCH PURSE PINK HEART",1,"12/3/2010 14:54",1.65,17198,"United Kingdom"
"296038","562846","21976","PACK OF 60 MUSHROOM CAKE CASES",1,"8/10/2011 9:29",2.08,NA,"United Kingdom"
"513926","579629","22094","RED RETROSPOT TISSUE BOX",3,"11/30/2011 12:16",0.39,14963,"United Kingdom"
"277532","561113","84510A","SET OF 4 ENGLISH ROSE COASTERS",5,"7/25/2011 12:09",1.25,17841,"United Kingdom"
"10802","537237","90140","PINK SWEETIE NECKLACE",1,"12/6/2010 9:58",7.64,NA,"United Kingdom"
"361018","568323","21166","COOK WITH WINE METAL SIGN ",12,"9/26/2011 13:45",2.08,15078,"United Kingdom"
"145630","548894","22859","EASTER TIN BUNNY BOUQUET",4,"4/4/2011 16:01",3.29,NA,"United Kingdom"
"470710","576618","22246","MAGIC GARDEN FELT GARLAND ",2,"11/15/2011 17:00",4.13,NA,"United Kingdom"
"417386","572653","22550","HOLIDAY FUN LUDO",1,"10/25/2011 12:12",3.75,15861,"United Kingdom"
"167713","551003","21930","JUMBO STORAGE BAG SKULLS",10,"4/26/2011 9:44",2.08,16456,"United Kingdom"
"424997","573300","23298","SPOTTY BUNTING",2,"10/28/2011 16:10",4.95,16049,"United Kingdom"
"441891","574657","23241","TREASURE TIN GYMKHANA DESIGN",4,"11/6/2011 11:43",2.08,13772,"United Kingdom"
"155367","549984","22558","CLOTHES PEGS RETROSPOT PACK 24 ",12,"4/13/2011 15:57",1.65,15147,"United Kingdom"
"94287","544341","82552","WASHROOM METAL SIGN",12,"2/18/2011 9:43",1.45,13012,"United Kingdom"
"56080","541018","22083","PAPER CHAIN KIT RETROSPOT",6,"1/13/2011 12:03",2.95,14978,"United Kingdom"
"5290","536856","84945","MULTI COLOUR SILVER T-LIGHT HOLDER",12,"12/3/2010 10:26",0.85,13370,"United Kingdom"
"303722","563551","22629","SPACEBOY LUNCH BOX ",1,"8/17/2011 13:04",1.95,17757,"United Kingdom"
"47056","540372","90057","DIAMANTE RING ASSORTED IN BOX.",24,"1/6/2011 16:41",1.25,13081,"United Kingdom"
"430567","573585","22190","LOCAL CAFE MUG",1,"10/31/2011 14:41",2.46,NA,"United Kingdom"
"320948","565118","22994","TRAVEL CARD WALLET RETROSPOT",2,"9/1/2011 11:33",0.42,15039,"United Kingdom"
"159918","550408","20719","WOODLAND CHARLOTTE BAG",10,"4/18/2011 11:59",0.85,16746,"United Kingdom"
"64994","541684","21199","PINK  HEART CONFETTI IN TUBE",8,"1/20/2011 15:22",1.65,15498,"United Kingdom"
"64490","541631","22382","LUNCH BAG SPACEBOY DESIGN ",10,"1/20/2011 10:48",1.65,12637,"France"
"310064","564165","23332","IVORY WICKER HEART LARGE",12,"8/23/2011 13:35",1.65,13593,"United Kingdom"
"347430","567304","21164","HOME SWEET HOME METAL SIGN ",1,"9/19/2011 13:27",2.95,14704,"United Kingdom"
"531589","580956","85114B","IVORY ENCHANTED FOREST PLACEMAT",6,"12/6/2011 14:23",1.65,17841,"United Kingdom"
"28535","538641","21930","JUMBO STORAGE BAG SKULLS",10,"12/13/2010 14:36",1.95,15640,"United Kingdom"
"428128","573414","23197","SKETCHBOOK MAGNETIC SHOPPING LIST",2,"10/30/2011 16:15",1.45,16877,"United Kingdom"
"2426","536591","90214S","LETTER ""S"" BLING KEY RING",1,"12/1/2010 16:57",1.25,14606,"United Kingdom"
"310869","C564214","82494L","WOODEN FRAME ANTIQUE WHITE ",-6,"8/24/2011 9:20",2.95,16996,"United Kingdom"
"18335","537819","22966","GINGERBREAD MAN COOKIE CUTTER",12,"12/8/2010 13:55",1.25,15298,"United Kingdom"
"435134","574074","22162","HEART GARLAND RUSTIC PADDED",2,"11/2/2011 15:33",3.29,NA,"United Kingdom"
"277226","561096","23200","JUMBO BAG PEARS",10,"7/25/2011 10:28",2.08,16099,"United Kingdom"
"191109","553315","48184","DOORMAT ENGLISH ROSE ",10,"5/16/2011 12:03",6.75,16705,"United Kingdom"
"180252","552310","84992","72 SWEETHEART FAIRY CAKE CASES",3,"5/8/2011 15:22",0.55,17323,"United Kingdom"
"129863","547396","21238","RED RETROSPOT CUP",5,"3/22/2011 16:54",1.63,NA,"United Kingdom"
"493218","578187","22065","CHRISTMAS PUDDING TRINKET POT ",48,"11/23/2011 11:40",0.39,14336,"United Kingdom"
"24681","538349","22738","RIBBON REEL SNOWY VILLAGE",1,"12/10/2010 14:59",3.36,NA,"United Kingdom"
"310276","564172","22139","RETROSPOT TEA SET CERAMIC 11 PC ",4,"8/23/2011 14:19",4.95,16033,"United Kingdom"
"256970","559506","85132C","CHARLIE AND LOLA FIGURES TINS",2,"7/8/2011 15:17",5.79,NA,"United Kingdom"
"450506","575176","22991","GIRAFFE WOODEN RULER",1,"11/8/2011 18:29",4.13,NA,"United Kingdom"
"337487","566446","35599D","PINK AND WHITE CHRISTMAS TREE 120CM",1,"9/12/2011 15:40",5.79,NA,"United Kingdom"
"309120","564061","23031","DRAWER KNOB CRACKLE GLAZE PINK",4,"8/22/2011 14:38",1.65,14505,"United Kingdom"
"440370","574532","22487","WHITE WOOD GARDEN PLANT LADDER",2,"11/4/2011 14:19",9.95,15676,"United Kingdom"
"297898","562955","22428","ENAMEL FIRE BUCKET CREAM",2,"8/11/2011 10:14",14.13,NA,"United Kingdom"
"304011","563557","22457","NATURAL SLATE HEART CHALKBOARD ",6,"8/17/2011 13:33",2.95,15786,"United Kingdom"
"21520","C538091","35400","WOODEN BOX ADVENT CALENDAR ",-2,"12/9/2010 14:48",8.95,16499,"United Kingdom"
"491590","578068","22651","GENTLEMAN SHIRT REPAIR KIT ",3,"11/22/2011 15:45",0.85,14505,"United Kingdom"
"527075","580692","23245","SET OF 3 REGENCY CAKE TINS",1,"12/5/2011 15:51",4.95,13173,"United Kingdom"
"341425","566757","23184","BULL DOG BOTTLE OPENER",2,"9/14/2011 15:54",10.79,NA,"United Kingdom"
"455648","C575635","M","Manual",-1,"11/10/2011 13:45",549.34,12473,"Germany"
"148091","549165","35815P","",-63,"4/6/2011 17:20",0,NA,"United Kingdom"
"171448","551417","22569","FELTCRAFT CUSHION BUTTERFLY",4,"4/28/2011 13:41",3.75,15632,"United Kingdom"
"65186","541695","21620","SET OF 4 ROSE BOTANICAL CANDLES",1,"1/20/2011 18:01",2.46,NA,"United Kingdom"
"534688","581166","23235","STORAGE TIN VINTAGE LEAF",1,"12/7/2011 14:43",1.25,15525,"United Kingdom"
"161888","550495","21175","GIN + TONIC DIET METAL SIGN",6,"4/18/2011 15:00",2.55,13769,"United Kingdom"
"103977","545085","21535","RED RETROSPOT SMALL MILK JUG",1,"2/28/2011 11:19",2.55,15039,"United Kingdom"
"414645","572475","23566","EGG CUP MILKMAID HEIDI",2,"10/24/2011 13:37",1.25,15271,"United Kingdom"
"463605","576067","23310","BUBBLEGUM RING ASSORTED",36,"11/13/2011 15:48",0.42,14227,"United Kingdom"
"213817","555558","23206","LUNCH BAG APPLE DESIGN",2,"6/5/2011 14:06",1.65,14159,"United Kingdom"
"477469","577058","48138","DOORMAT UNION FLAG",1,"11/17/2011 14:29",8.25,18122,"United Kingdom"
"134734","547866","22646","CERAMIC STRAWBERRY CAKE MONEY BANK",4,"3/27/2011 13:21",1.45,14878,"United Kingdom"
"295113","562772","21621","VINTAGE UNION JACK BUNTING",6,"8/9/2011 12:07",8.5,13097,"United Kingdom"
"64718","541660","21390","FILIGRIS HEART WITH BUTTERFLY",24,"1/20/2011 12:20",1.25,17787,"United Kingdom"
"327026","565617","21930","JUMBO STORAGE BAG SKULLS",3,"9/5/2011 15:30",4.13,NA,"United Kingdom"
"472786","576696","22579","WOODEN TREE CHRISTMAS SCANDINAVIAN",6,"11/16/2011 12:26",0.29,16669,"United Kingdom"
"45768","540278","22966","GINGERBREAD MAN COOKIE CUTTER",1,"1/6/2011 12:31",1.25,15719,"United Kingdom"
"353670","567818","85049A","TRADITIONAL CHRISTMAS RIBBONS",4,"9/22/2011 12:41",1.25,14395,"United Kingdom"
"467479","576347","22591","CARDHOLDER GINGHAM CHRISTMAS TREE",1,"11/14/2011 15:38",3.25,13268,"United Kingdom"
"190947","553224","23003","TRAVEL CARD WALLET VINTAGE ROSE ",7,"5/16/2011 10:40",0.42,17228,"United Kingdom"
"381542","569866","20777","CHRYSANTHEMUM NOTEBOOK",2,"10/6/2011 14:50",1.65,12757,"Portugal"
"489993","578035","21790","VINTAGE SNAP CARDS",24,"11/22/2011 14:00",0.85,16422,"United Kingdom"
"356641","568057","15056bl","EDWARDIAN PARASOL BLACK",2,"9/23/2011 12:56",12.46,NA,"United Kingdom"
"207183","554978","22090","PAPER BUNTING RETROSPOT",6,"5/29/2011 11:05",2.95,16889,"United Kingdom"
"150566","549449","22170","PICTURE FRAME WOOD TRIPLE PORTRAIT",4,"4/8/2011 14:12",6.75,14227,"United Kingdom"
"489284","578006","22300","COFFEE MUG DOG + BALL DESIGN",6,"11/22/2011 12:40",2.55,13363,"United Kingdom"
"10552","537237","22571","ROCKING HORSE RED CHRISTMAS ",7,"12/6/2010 9:58",1.66,NA,"United Kingdom"
"78894","542901","21217","RED RETROSPOT ROUND CAKE TINS",1,"2/1/2011 14:29",9.95,14217,"United Kingdom"
"248777","558869","22436","12 COLOURED PARTY BALLOONS",2,"7/4/2011 12:49",0.65,NA,"United Kingdom"
"473294","576792","16011","ANIMAL STICKERS",96,"11/16/2011 14:11",0.21,17596,"United Kingdom"
"221952","556298","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",12,"6/10/2011 10:05",0.85,16581,"United Kingdom"
"376117","569493","84879","ASSORTED COLOUR BIRD ORNAMENT",8,"10/4/2011 13:35",1.69,13317,"United Kingdom"
"357649","568103","22991","GIRAFFE WOODEN RULER",12,"9/23/2011 15:45",1.95,12518,"Germany"
"245163","558613","23308","SET OF 60 VINTAGE LEAF CAKE CASES ",24,"6/30/2011 15:46",0.55,14911,"EIRE"
"193565","553539","22679","FRENCH BLUE METAL DOOR SIGN 4",2,"5/17/2011 15:27",0,NA,"United Kingdom"
"451685","575220","85099B","JUMBO BAG RED RETROSPOT",100,"11/9/2011 11:19",1.79,17511,"United Kingdom"
"291749","562517","82552","WASHROOM METAL SIGN",1,"8/5/2011 12:27",1.45,15719,"United Kingdom"
"465511","576239","22684","FRENCH BLUE METAL DOOR SIGN 9",10,"11/14/2011 13:33",1.25,15694,"United Kingdom"
"429820","573576","22645","CERAMIC HEART FAIRY CAKE MONEY BANK",5,"10/31/2011 14:09",3.29,14096,"United Kingdom"
"211971","555400","22660","DOORMAT I LOVE LONDON",6,"6/2/2011 17:50",6.75,14088,"United Kingdom"
"359374","568186","85071D","CHARLIE+LOLA MY ROOM DOOR SIGN",6,"9/25/2011 14:08",0.39,17837,"United Kingdom"
"469327","576592","21977","PACK OF 60 PINK PAISLEY CAKE CASES",4,"11/15/2011 14:47",0.55,13614,"United Kingdom"
"4885","C536817","22187","GREEN CHRISTMAS TREE CARD HOLDER",-1,"12/2/2010 17:08",4.25,14156,"EIRE"
